Table_Number,Year,Measure,Age,Sex,Indigenous_Status,Remoteness,Description1,Description2,Description3,Description4,Description5,Description6,Description7,Description8,Uncertainty,Data_Source,Unit,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,Total,Aust
CtG14A.5,2017-2021,Mortality due to suicide,5,All people,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Number,,,Aboriginal and Torres Strait Islander people,All people,5-17 years old,,ABS (unpublished) Causes of Death Australia,no.,17,1,27,16,4,0,0,14,np,
CtG14A.5,2018-2022,Mortality due to suicide,18,All people,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,All people,18-24 years old,,ABS (unpublished) Causes of Death Australia,rate,24.5,np,60.5,50.5,52.3,np,np,92.4,48.1,
CtG14A.6,2017-2021,Mortality due to suicide,94,Females,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,Females,All ages,,ABS (unpublished) Causes of Death Australia,rate,,,,,,,,,6,
CtG14A.6,2016-2020,Mortality due to suicide,5,Females,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,Females,5-17 years old,,ABS (unpublished) Causes of Death Australia,rate,,,,,,,,,1.5,
CtG14A.5,2018-2022,Mortality due to suicide,5,All people,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Number,,,Aboriginal and Torres Strait Islander people,All people,5-17 years old,,ABS (unpublished) Causes of Death Australia,no.,18,1,31,14,2,0,0,12,np,
CtG14A.4,2014-2018,Mortality due to suicide,71,Males,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,Males,,,ABS (unpublished) Causes of Death Australia,rate (AS),16.5,np,23,19.6,19.3,np,np,23.2,19.1,
CtG14A.6,2018-2022,Mortality due to suicide,5,Males,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,Males,5-17 years old,,ABS (unpublished) Causes of Death Australia,rate,,,,,,,,,2.7,
CtG14A.6,2016-2020,Mortality due to suicide,45,Males,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,Males,45+ years old,,ABS (unpublished) Causes of Death Australia,rate,,,,,,,,,24.3,
CtG14A.5,2016-2020,Mortality due to suicide,45,All people,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,All people,45+ years old,,ABS (unpublished) Causes of Death Australia,rate,13.8,np,17.9,16.5,15.2,np,np,20.8,15.6,
CtG14A.6,2014-2018,Mortality due to suicide,26,Females,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,Females,All ages,,ABS (unpublished) Causes of Death Australia,rate,,,,,,,,,12.1,
CtG14A.5,2018-2022,Mortality due to suicide,45,All people,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Number,,,Aboriginal and Torres Strait Islander people,All people,45+ years old,,ABS (unpublished) Causes of Death Australia,no.,71,22,42,29,9,3,2,20,np,
CtG14A.3,2009,Mortality due to suicide,27,Males,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,,Number,,,Aboriginal and Torres Strait Islander people,Males,,,ABS (unpublished) Causes of Death Australia,no.,,,,,,,,,75,
CtG14A.8,2015-2019,Mortality due to suicide,11,All people,Aboriginal and Torres Strait Islander people,Major cities,Suicide deaths,five-year aggregate,Number,,,Aboriginal and Torres Strait Islander people,,Major cities,,ABS (unpublished) Causes of Death Australia,no.,93,12,91,70,24,..,9,..,,
CtG14A.6,2018-2022,Mortality due to suicide,56,Males,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,Males,All ages,,ABS (unpublished) Causes of Death Australia,rate,,,,,,,,,19.2,
CtG14A.6,2015-2019,Mortality due to suicide,5,Males,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,Males,5-17 years old,,ABS (unpublished) Causes of Death Australia,rate,,,,,,,,,7.8,
CtG14A.6,2017-2021,Mortality due to suicide,45,Males,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,Males,45+ years old,,ABS (unpublished) Causes of Death Australia,rate,,,,,,,,,24.7,
CtG14A.6,2017-2021,Mortality due to suicide,5,Females,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,Females,5-17 years old,,ABS (unpublished) Causes of Death Australia,rate,,,,,,,,,8.2,
CtG14A.10,2016-2020,Mortality due to suicide,56,Males,Aboriginal and Torres Strait Islander people,Remote,Suicide deaths,five-year aggregate,Number,,,Aboriginal and Torres Strait Islander people,Males,Remote,,ABS (unpublished) Causes of Death Australia,no.,,,,,,,,,,60
CtG14A.9,2017-2021,Mortality due to suicide,9,Females,Aboriginal and Torres Strait Islander people,Major cities,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,Females,Major cities,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,12.6
CtG14A.6,2018-2022,Mortality due to suicide,35,Females,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,Females,35-44 years old,,ABS (unpublished) Causes of Death Australia,rate,,,,,,,,,8.3,
CtG14A.4,2015-2019,Mortality due to suicide,11,Females,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,Females,,,ABS (unpublished) Causes of Death Australia,rate (AS),8.7,np,12.1,20.6,np,np,np,13.4,12.4,
CtG14A.6,2016-2020,Mortality due to suicide,3,Females,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,Females,All ages,,ABS (unpublished) Causes of Death Australia,rate,,,,,,,,,12.8,
CtG14A.5,2018-2022,Mortality due to suicide,35,All people,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,All people,35-44 years old,,ABS (unpublished) Causes of Death Australia,rate,13.8,np,20.9,17.5,18.4,np,np,12.5,16.8,
CtG14A.8,2018-2022,Mortality due to suicide,48,All people,Aboriginal and Torres Strait Islander people,Major cities,Suicide deaths,five-year aggregate,Number,,,Aboriginal and Torres Strait Islander people,,Major cities,,ABS (unpublished) Causes of Death Australia,no.,124,38,98,75,35,..,10,..,,
CtG14A.6,2015-2019,Mortality due to suicide,35,Males,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,Males,35-44 years old,,ABS (unpublished) Causes of Death Australia,rate,,,,,,,,,28.3,
CtG14A.9,2018-2022,Mortality due to suicide,59,Males,Non-Indigenous people,Remote and very remote,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,Males,Remote and very remote,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,23.5
CtG14A.2,2009-2013,Mortality due to suicide,90,All people,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Number,,,Non-Indigenous people,All people,,,ABS (unpublished) Causes of Death Australia,no.,3213,2676,2720,1366,935,359,158,92,8326,
CtG14A.10,2017-2021,Mortality due to suicide,97,Males,Aboriginal and Torres Strait Islander people,Inner regional,Suicide deaths,five-year aggregate,Number,,,Aboriginal and Torres Strait Islander people,Males,Inner regional,,ABS (unpublished) Causes of Death Australia,no.,,,,,,,,,,161
CtG14A.9,2017-2021,Mortality due to suicide,8,Females,Non-Indigenous people,Major cities,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,Females,Major cities,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,5.4
CtG14A.9,2017-2021,Mortality due to suicide,22,Males,Non-Indigenous people,Major cities,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,Males,Major cities,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,15.6
CtG14A.7,2014-2018,Mortality due to suicide,71,All people,Non-Indigenous people,Remote and very remote,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,,Remote and very remote,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,14.9
CtG14A.6,2017-2021,Mortality due to suicide,5,Males,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,Males,5-17 years old,,ABS (unpublished) Causes of Death Australia,rate,,,,,,,,,2.9,
CtG14A.6,2015-2019,Mortality due to suicide,99,Females,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,Females,All ages,,ABS (unpublished) Causes of Death Australia,rate,,,,,,,,,12.6,
CtG14A.5,2018-2022,Mortality due to suicide,18,All people,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,All people,18-24 years old,,ABS (unpublished) Causes of Death Australia,rate,24.5,np,60.5,50.5,52.3,np,np,92.4,48.1,
CtG14A.2,2010-2014,Mortality due to suicide,8,All people,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Number,,,Non-Indigenous people,All people,,,ABS (unpublished) Causes of Death Australia,no.,3424,2755,2848,1422,998,349,163,100,8792,
CtG14A.9,2017-2021,Mortality due to suicide,5,Females,Non-Indigenous people,Major cities,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,Females,Major cities,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,5.4
CtG14A.4,2014-2018,Mortality due to suicide,60,Females,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,Females,,,ABS (unpublished) Causes of Death Australia,rate (AS),5.1,np,6.7,6.9,6.6,np,np,8.5,6,
CtG14A.6,2018-2022,Mortality due to suicide,5,Males,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,Males,5-17 years old,,ABS (unpublished) Causes of Death Australia,rate,,,,,,,,,2.7,
CtG14A.10,2014-2018,Mortality due to suicide,75,Males,Aboriginal and Torres Strait Islander people,Major cities,Suicide deaths,five-year aggregate,Number,,,Aboriginal and Torres Strait Islander people,Males,Major cities,,ABS (unpublished) Causes of Death Australia,no.,,,,,,,,,,201
CtG14A.5,2014-2018,Mortality due to suicide,35,All people,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,All people,35-44 years old,,ABS (unpublished) Causes of Death Australia,rate,15.5,np,22.3,18.9,19.5,np,np,14.9,18.3,
CtG14A.8,2015-2019,Mortality due to suicide,67,All people,Aboriginal and Torres Strait Islander people,Remote and very remote,Suicide deaths,five-year aggregate,Number,,,Aboriginal and Torres Strait Islander people,,Remote and very remote,,ABS (unpublished) Causes of Death Australia,no.,4,0,53,83,2,0,..,86,,
CtG14A.9,2015-2019,Mortality due to suicide,22,Males,Aboriginal and Torres Strait Islander people,Remote and very remote,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,Males,Remote and very remote,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,42.7
CtG14A.7,2016-2020,Mortality due to suicide,49,All people,Non-Indigenous people,Remote and very remote,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,,Remote and very remote,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,15.1
CtG14A.6,2018-2022,Mortality due to suicide,35,Males,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,Males,35-44 years old,,ABS (unpublished) Causes of Death Australia,rate,,,,,,,,,25.4,
CtG14A.8,2018-2022,Mortality due to suicide,25,All people,Aboriginal and Torres Strait Islander people,Major cities,Suicide deaths,five-year aggregate,Number,,,Aboriginal and Torres Strait Islander people,,Major cities,,ABS (unpublished) Causes of Death Australia,no.,124,38,98,75,35,..,10,..,,
CtG14A.6,2015-2019,Mortality due to suicide,25,Females,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,Females,25-34 years old,,ABS (unpublished) Causes of Death Australia,rate,,,,,,,,,21.7,
CtG14A.6,2014-2018,Mortality due to suicide,35,Females,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,Females,35-44 years old,,ABS (unpublished) Causes of Death Australia,rate,,,,,,,,,8.2,
CtG14A.6,2016-2020,Mortality due to suicide,35,Females,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,Females,35-44 years old,,ABS (unpublished) Causes of Death Australia,rate,,,,,,,,,15.7,
CtG14A.6,2017-2021,Mortality due to suicide,35,Males,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,Males,35-44 years old,,ABS (unpublished) Causes of Death Australia,rate,,,,,,,,,77.7,
CtG14A.2,2012-2016,Mortality due to suicide,46,All people,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,All people,,,ABS (unpublished) Causes of Death Australia,rate (AS),10.1,np,13.8,12.6,12.6,np,np,14.4,11.8,
CtG14A.1,2028,Mortality due to suicide,85,All people,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,,Rate per 100000 people,Linear regression estimates,,Aboriginal and Torres Strait Islander people,All people,,95%CI,ABS (unpublished) Causes of Death Australia,rate (AS) (±),,,,,,,,,8.7,
CtG14A.7,2014-2018,Mortality due to suicide,43,All people,Non-Indigenous people,Remote and very remote,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,,Remote and very remote,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,14.9
CtG14A.5,2015-2019,Mortality due to suicide,45,All people,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,All people,45+ years old,,ABS (unpublished) Causes of Death Australia,rate,19,np,15.7,15,15.5,np,np,14.6,16.8,
CtG14A.10,2017-2021,Mortality due to suicide,75,Females,Aboriginal and Torres Strait Islander people,Outer regional,Suicide deaths,five-year aggregate,Number,,,Aboriginal and Torres Strait Islander people,Females,Outer regional,,ABS (unpublished) Causes of Death Australia,no.,,,,,,,,,,58
CtG14A.3,2020,Mortality due to suicide,44,Females,Non-Indigenous people,All areas,Suicide deaths,,Rate per 100000 people,,,Non-Indigenous people,Females,,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,5.5,
CtG14A.5,2015-2019,Mortality due to suicide,35,All people,Non-Indigenous people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Non-Indigenous people,All people,35-44 years old,,ABS (unpublished) Causes of Death Australia,rate,15.2,np,23,19.5,18.2,np,np,16.4,18.4,
CtG14A.7,2014-2018,Mortality due to suicide,32,All people,Aboriginal and Torres Strait Islander people,Remote and very remote,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,,Remote and very remote,,ABS (unpublished) Causes of Death Australia,rate (AS),,,,,,,,,,28.5
CtG14A.4,2016-2020,Mortality due to suicide,29,Males,Aboriginal and Torres Strait Islander people,All areas,Suicide deaths,five-year aggregate,Rate per 100000 people,,,Aboriginal and Torres Strait Islander people,Males,,,ABS (unpublished) Causes of Death Australia,rate (AS),32.5,np,43.8,45.6,29.2,np,np,43.3,39.2,
